Process Start Time: 2021/11/8 0:10:43
Wafer ID: LA-5
Lot ID:  N1R21A260016;N1R21A210052
Slot ID: 5
PM SN: PM1
Recipe Name: D1EJD011A02
Wafer Counter: 10050
SRF Hour: 2638:43:44
BRF Hour: 2499:41:32
TotalTime,Step_Name,Step_ID,StepTime,ProcessPressure,HePressure,HeFlow,VATPosition,ChamberPressure,ForlinePressure,SRFForwardpower,SRFRefl,BRFForwardpower,BRFRefl,DCBias,TopC1,TopC2,BottomC1,BottomC2,Ar,O2,N2,Cl2,BCl3,CF4,HBr,Spare8,ChillerTemp,MiddleTemp1,MiddleTemp2,MiddleTemp3,MiddleTemp4,TopTemp,BottomTemp,InnerPipeTemp,
4.54,0,0,0,0.048828125,1.45263671875,5.029296875,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,2,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9936103820801,60.0824127197266,59.9637794494629,60.0424652099609,59.97314453125,60.0769386291504,99.9797897338867,
4.744,0,0,0,0.048828125,1.4404296875,4.5166015625,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9936103820801,60.0824127197266,59.9637794494629,60.0424652099609,59.97314453125,60.0769386291504,100.092559814453,
4.948,0,0,0,0.048828125,1.45263671875,4.248046875,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9936103820801,60.0824127197266,59.9637794494629,60.0424652099609,59.97314453125,60.0769386291504,100.092559814453,
5.152,0,0,0,0.048828125,1.45263671875,3.9794921875,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9936103820801,60.0824127197266,59.9637794494629,60.0424652099609,59.97314453125,60.0769386291504,100.092559814453,
5.356,0,0,0,0.048828125,1.45263671875,3.857421875,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9936103820801,60.0824127197266,59.9637794494629,60.0424652099609,59.97314453125,60.0798873901367,100.092559814453,
5.561,0,0,0,0.048828125,1.45263671875,3.857421875,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9433174133301,59.9688720703125,59.9637794494629,60.0424652099609,59.97314453125,60.0798873901367,100.092559814453,
5.765,0,0,0,0.048828125,1.45263671875,3.6376953125,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9433174133301,59.9688720703125,60.0189361572266,60.0424652099609,59.97314453125,60.0798873901367,100.092559814453,
5.969,0,0,0,0.048828125,1.45263671875,3.4423828125,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9433174133301,59.9688720703125,60.0189361572266,59.9874877929688,60.0270919799805,60.0798873901367,100.092559814453,
6.173,0,0,0,0.048828125,1.45263671875,3.271484375,1000,0.02197265625,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9433174133301,59.9688720703125,60.0189361572266,59.9874877929688,60.0270919799805,60.0798873901367,100.092559814453,
6.377,0,0,0,0.048828125,1.45263671875,3.1494140625,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9433174133301,59.9688720703125,60.0189361572266,59.9874877929688,60.0270919799805,60.0798873901367,100.034530639648,
6.581,0,0,0,0.048828125,1.46484375,3.0029296875,1000,0.02197265625,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9433174133301,59.9688720703125,60.0189361572266,59.9874877929688,60.0270919799805,60.0798873901367,100.034530639648,
6.785,0,0,0,0.048828125,1.45263671875,2.83203125,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,-0.1,59.9433174133301,59.9688720703125,60.0189361572266,59.9874877929688,60.0270919799805,60.0798873901367,100.034530639648,
6.989,0,0,0,0.048828125,1.46484375,2.8076171875,1000,0.02197265625,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9433174133301,59.9688720703125,60.0189361572266,59.9874877929688,60.0270919799805,60.08349609375,100.034530639648,
7.193,0,0,0,0.048828125,1.46484375,2.8076171875,1000,0.02197265625,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,60.0022926330566,59.9691505432129,60.0189361572266,59.9874877929688,60.0270919799805,60.08349609375,100.034530639648,
7.399,0,0,0,0.048828125,1.45263671875,2.7099609375,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,60.0022926330566,59.9691505432129,60.0175628662109,59.9874877929688,60.0270919799805,60.08349609375,100.034530639648,
7.604,0,0,0,0.048828125,1.46484375,2.587890625,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,60.0022926330566,59.9691505432129,60.0175628662109,59.9883422851563,59.9718704223633,60.08349609375,100.034530639648,
7.808,0,0,0,0.048828125,1.45263671875,2.5146484375,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,60.0022926330566,59.9691505432129,60.0175628662109,59.9883422851563,59.9718704223633,60.08349609375,100.03401184082,
8.012,0,0,0,0.048828125,1.45263671875,2.490234375,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,60.0022926330566,59.9691505432129,60.0175628662109,59.9883422851563,59.9718704223633,60.08349609375,100.03401184082,
8.216,0,0,0,0.048828125,1.45263671875,2.392578125,1000,0.02197265625,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,60.0022926330566,59.9691505432129,60.0175628662109,59.9883422851563,59.9718704223633,60.08349609375,100.03401184082,
8.42,0,0,0,0.048828125,1.45263671875,2.3681640625,1000,0.02197265625,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,60.0022926330566,59.9691505432129,60.0175628662109,59.9883422851563,59.9718704223633,60.08349609375,100.03401184082,
8.624,0,0,0,0.048828125,1.45263671875,2.3681640625,1000,0.02197265625,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,60.0022926330566,59.9691505432129,60.0175628662109,59.9883422851563,59.9718704223633,60.0868721008301,100.03401184082,
8.828,0,0,0,0.048828125,1.46484375,2.3193359375,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,2,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9425468444824,59.9680442810059,60.0175628662109,59.9883422851563,59.9718704223633,60.0868721008301,100.03401184082,
9.032,0,0,0,0.048828125,1.45263671875,2.24609375,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,2,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9425468444824,59.9680442810059,60.0167579650879,59.9883422851563,59.9718704223633,60.0868721008301,100.03401184082,
9.236,0,0,0,0.048828125,1.46484375,2.197265625,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9425468444824,59.9680442810059,60.0167579650879,59.9895553588867,60.0289039611816,60.0868721008301,100.03401184082,
9.44,0,0,0,0.048828125,1.46484375,2.1728515625,1000,0.01953125,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9425468444824,59.9680442810059,60.0167579650879,59.9895553588867,60.0289039611816,60.0868721008301,100.035064697266,
9.645,0,0,0,0.048828125,1.46484375,2.1240234375,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9425468444824,59.9680442810059,60.0167579650879,59.9895553588867,60.0289039611816,60.0868721008301,100.035064697266,
9.849,0,0,0,0.048828125,1.45263671875,2.099609375,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9425468444824,59.9680442810059,60.0167579650879,59.9895553588867,60.0289039611816,60.0868721008301,100.035064697266,
10.053,0,0,0,0.048828125,1.45263671875,2.099609375,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9425468444824,59.9680442810059,60.0167579650879,59.9895553588867,60.0289039611816,60.0868721008301,100.035064697266,
10.257,0,0,0,0.048828125,1.45263671875,2.05078125,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9425468444824,59.9680442810059,60.0167579650879,59.9895553588867,60.0289039611816,60.0826950073242,100.035064697266,
10.461,0,0,0,0.048828125,1.45263671875,2.0263671875,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9938812255859,60.0244483947754,60.0167579650879,59.9895553588867,60.0289039611816,60.0826950073242,100.035064697266,
10.665,0,0,0,0.048828125,1.45263671875,2.001953125,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,0,0,0,0,59.9938812255859,60.0244483947754,59.9595947265625,59.9895553588867,60.0289039611816,60.0826950073242,100.035064697266,
10.869,0,0,0,0.048828125,1.46484375,1.9775390625,1000,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9918619791667,0,0,0,59.9938812255859,60.0244483947754,59.9595947265625,59.9919166564941,59.9702301025391,60.0826950073242,100.035064697266,
11.073,sta,1,0,0.048828125,3.8818359375,16.5557861328125,936,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9918619791667,0,0,0,59.9938812255859,60.0244483947754,59.9595947265625,59.9919166564941,59.9702301025391,60.0826950073242,99.9785690307617,
11.277,sta,1,0,0.1953125,4.00390625,14.5050048828125,579,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9918619791667,0,0,0,59.9938812255859,60.0244483947754,59.9595947265625,59.9919166564941,59.9702301025391,60.0826950073242,99.9785690307617,
11.481,sta,1,0,0.48828125,4.00390625,14.5050048828125,579,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9938812255859,60.0244483947754,59.9595947265625,59.9919166564941,59.9702301025391,60.0826950073242,99.9785690307617,
11.686,sta,1,0,0.48828125,3.96728515625,10.15625,228,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9918619791667,0,0,0,59.9938812255859,60.0244483947754,59.9595947265625,59.9919166564941,59.9702301025391,60.0826950073242,99.9785690307617,
11.89,sta,1,0,0.9521484375,3.96728515625,9.0576171875,90,0.02197265625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9938812255859,60.0244483947754,59.9595947265625,59.9919166564941,59.9702301025391,60.0785446166992,99.9785690307617,
12.094,sta,1,1.001,1.611328125,3.96728515625,8.1298828125,37,0.0244140625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9913063049316,59.9735527038574,59.9595947265625,59.9919166564941,59.9702301025391,60.0785446166992,99.9785690307617,
12.298,sta,1,1.001,2.83203125,3.96728515625,7.3974609375,37,0.0244140625,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9913063049316,59.9735527038574,60.015998840332,59.9909477233887,59.9702301025391,60.0785446166992,99.9785690307617,
12.502,sta,1,1.001,3.90625,3.96728515625,6.8359375,37,0.0244140625,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,2,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9913063049316,59.9735527038574,60.015998840332,59.9909477233887,60.0274505615234,60.0785446166992,99.9785690307617,
12.706,sta,1,1.001,5.2978515625,3.955078125,6.3720703125,49,0.02685546875,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,2,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9913063049316,59.9735527038574,60.015998840332,59.9909477233887,60.0274505615234,60.0785446166992,99.9773864746094,
12.91,sta,1,1.001,5.2978515625,3.955078125,6.3720703125,49,0.02685546875,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,2,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9913063049316,59.9735527038574,60.015998840332,59.9909477233887,60.0274505615234,60.0785446166992,99.9773864746094,
13.114,sta,1,2.003,6.787109375,3.955078125,6.0546875,60,0.02685546875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,2,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9913063049316,59.9735527038574,60.015998840332,59.9909477233887,60.0274505615234,60.0785446166992,99.9773864746094,
13.318,sta,1,2.003,8.1298828125,3.955078125,5.76171875,70,0.029296875,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9913063049316,59.9735527038574,60.015998840332,59.9909477233887,60.0274505615234,60.0785446166992,99.9773864746094,
13.522,sta,1,2.003,9.4482421875,3.955078125,5.419921875,70,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9913063049316,59.9735527038574,60.015998840332,59.9909477233887,60.0274505615234,60.1334381103516,99.9773864746094,
13.727,sta,1,2.003,10.302734375,3.955078125,5.126953125,80,0.03173828125,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9976806640625,59.9787178039551,60.015998840332,59.9909477233887,60.0274505615234,60.1334381103516,99.9773864746094,
13.931,sta,1,2.003,11.03515625,3.955078125,4.931640625,88,0.03173828125,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9976806640625,59.9787178039551,59.9629859924316,59.9885520935059,60.0274505615234,60.1334381103516,99.9773864746094,
14.135,sta,1,3.007,11.376953125,3.955078125,4.736328125,88,0.03173828125,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9976806640625,59.9787178039551,59.9629859924316,59.9885520935059,59.9715423583984,60.1334381103516,99.9773864746094,
14.339,sta,1,3.007,11.376953125,3.955078125,4.736328125,95,0.03173828125,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,2,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9976806640625,59.9787178039551,59.9629859924316,59.9885520935059,59.9715423583984,60.1334381103516,100.031639099121,
14.543,sta,1,3.007,11.279296875,3.955078125,4.58984375,99,0.03173828125,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,2,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9976806640625,59.9787178039551,59.9629859924316,59.9885520935059,59.9715423583984,60.1334381103516,100.031639099121,
14.747,sta,1,3.007,10.9130859375,3.955078125,4.39453125,101,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9976806640625,59.9787178039551,59.9629859924316,59.9885520935059,59.9715423583984,60.1334381103516,100.031639099121,
14.951,sta,1,3.007,10.546875,3.955078125,4.248046875,101,0.029296875,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9976806640625,59.9787178039551,59.9629859924316,59.9885520935059,59.9715423583984,60.1334381103516,100.031639099121,
15.155,sta,1,4.009,10.1806640625,3.955078125,4.1015625,100,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9446067810059,59.9787178039551,59.9629859924316,59.9885520935059,59.9715423583984,60.0766448974609,100.031639099121,
15.359,sta,1,4.009,9.9365234375,3.955078125,4.0283203125,99,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9918619791667,0,0,0,59.9446067810059,59.977783203125,59.9629859924316,59.9885520935059,59.9715423583984,60.0766448974609,100.031639099121,
15.563,sta,1,4.009,9.765625,3.955078125,4.0283203125,99,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,2,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9446067810059,59.977783203125,59.9636383056641,59.9893112182617,59.9715423583984,60.0766448974609,100.031639099121,
15.768,sta,1,4.009,9.765625,3.955078125,3.90625,98,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,2,350,200,350,200,0,0,0,0,0,99.9918619791667,0,0,0,59.9446067810059,59.977783203125,59.9636383056641,59.9893112182617,60.0281562805176,60.0766448974609,100.031639099121,
15.972,sta,1,5.012,9.716796875,3.955078125,3.8818359375,97,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9446067810059,59.977783203125,59.9636383056641,59.9893112182617,60.0281562805176,60.0766448974609,99.9749755859375,
16.176,sta,1,5.012,9.765625,3.955078125,3.7841796875,97,0.029296875,0.002685546875,0.716552734375,0,1.435546875,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9755859375,0,0,0,59.9446067810059,59.977783203125,59.9636383056641,59.9893112182617,60.0281562805176,60.0766448974609,99.9749755859375,
16.38,sta,1,5.012,9.8876953125,3.955078125,3.7109375,96,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,100,0,0,0.1,59.9446067810059,59.977783203125,59.9636383056641,59.9893112182617,60.0281562805176,60.0766448974609,99.9749755859375,
16.584,sta,1,5.012,10.05859375,3.96728515625,3.6865234375,96,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,100,0,0,0.1,59.9446067810059,59.977783203125,59.9636383056641,59.9893112182617,60.0281562805176,60.0766448974609,99.9749755859375,
16.788,sta,1,5.012,10.15625,3.955078125,3.662109375,97,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,100,0,0,0.1,59.94140625,59.977783203125,59.9636383056641,59.9893112182617,60.0281562805176,60.1344871520996,99.9749755859375,
16.992,sta,1,6.015,10.2783203125,3.955078125,3.662109375,97,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,100,0,0,0.1,59.94140625,60.030517578125,59.9636383056641,59.9893112182617,60.0281562805176,60.1344871520996,99.9749755859375,
17.196,sta,1,6.015,10.2783203125,3.955078125,3.6376953125,98,0.029296875,0.002685546875,0.716552734375,0,1.07666015625,0.03662109375,1,350,200,350,200,0,0,0,0,0,99.9918619791667,0,0,0.1,59.94140625,60.030517578125,59.9627075195313,60.0474586486816,60.0281562805176,60.1344871520996,99.9749755859375,
